timestamp,id,evento,usuarie,puntos,estado,texto ingresado,respuesta,nivel
1656046543,d9b1d968-a6ce-4bc6-94cb-fca92c032adc,inicio_partida,kjj,0,nueva,-,-,Experto
1656046551,d9b1d968-a6ce-4bc6-94cb-fca92c032adc,Intento,kjj,-1.0,TimeOut,-,Dušan Tadic,Experto
1656046629,e8aa190c-5314-4fd8-9490-067cfda39c54,inicio_partida,kjj,0,nueva,-,-,Experto
1656046635,e8aa190c-5314-4fd8-9490-067cfda39c54,Intento,kjj,-1.0,TimeOut,-,Huila (Colombia),Experto
1656046637,e8aa190c-5314-4fd8-9490-067cfda39c54,cancelada,kjj,0,-,-,-,Experto
1656046692,d52afd0c-aeee-496a-b5bd-e32c9684a3a7,inicio_partida,kjj,0,nueva,-,-,Experto
1656046698,d52afd0c-aeee-496a-b5bd-e32c9684a3a7,Intento,kjj,-1.0,TimeOut,-,Cotopaxi (Ecuador),Experto
1656046807,9afc8f9f-96d4-438b-a409-0c9b7bf43faf,inicio_partida,Hola!,0,nueva,-,-,Experto
1656046812,9afc8f9f-96d4-438b-a409-0c9b7bf43faf,cancelada,Hola!,0,-,-,-,Experto
1656048613,1e6980f7-4cdc-49e3-afc8-27963022858e,inicio_partida,kjj,0,nueva,-,-,Normal
1656048623,1e6980f7-4cdc-49e3-afc8-27963022858e,cancelada,kjj,0,-,-,-,Normal
1656048625,86bfbac1-522d-4779-a1c6-ac5ba6387273,inicio_partida,kjj,0,nueva,-,-,Normal
1656048632,86bfbac1-522d-4779-a1c6-ac5ba6387273,Intento,kjj,-1.0,MAL!,Yo Gotti,Avicii,Normal
1656048633,86bfbac1-522d-4779-a1c6-ac5ba6387273,Intento,kjj,-2.0,MAL!,Yo Gotti,Chris Brown,Normal
1656048635,86bfbac1-522d-4779-a1c6-ac5ba6387273,Intento,kjj,-3.0,MAL!,The Wanted,Calvin Harris,Normal
1656048637,86bfbac1-522d-4779-a1c6-ac5ba6387273,Intento,kjj,-4.0,MAL!,Sebastian Ingrosso,Sean Kingston,Normal
1656048639,86bfbac1-522d-4779-a1c6-ac5ba6387273,Intento,kjj,-5.0,MAL!,Ayo & Teo,Drake,Normal
1656048640,86bfbac1-522d-4779-a1c6-ac5ba6387273,Intento,kjj,5.0,BIEN!,Bruno Mars,Bruno Mars,Normal
1656048641,86bfbac1-522d-4779-a1c6-ac5ba6387273,Intento,kjj,4.0,MAL!,Lorde,John Mayer,Normal
1656048642,86bfbac1-522d-4779-a1c6-ac5ba6387273,Intento,kjj,3.0,MAL!,NF,Asaf Avidan,Normal
1656048643,86bfbac1-522d-4779-a1c6-ac5ba6387273,Intento,kjj,2.0,MAL!,Red Hot Chili Peppers,Cardi B,Normal
1656048645,86bfbac1-522d-4779-a1c6-ac5ba6387273,Intento,kjj,2.0,BIEN!,Zara Larsson,Zara Larsson,Normal
1656048646,86bfbac1-522d-4779-a1c6-ac5ba6387273,Fin,kjj,2.0,Finalizada,-,-,Normal
1656538605,bbcb3f94-5d1b-40d9-8f48-a0bdff5c6067,inicio_partida,Hola!,0,nueva,-,-,Facil
1656538621,bbcb3f94-5d1b-40d9-8f48-a0bdff5c6067,Intento,Hola!,-1.0,TimeOut,-,Maximiliano Olivera,Facil
1656538629,bbcb3f94-5d1b-40d9-8f48-a0bdff5c6067,cancelada,Hola!,0,-,-,-,Facil
1656538682,027b15ec-5e69-4242-93ca-2aed290ad9b4,inicio_partida,Hola!,0,nueva,-,-,Facil
1656538699,027b15ec-5e69-4242-93ca-2aed290ad9b4,Intento,Hola!,-1.0,TimeOut,Kygo,Lykke Li,Facil
1656538703,027b15ec-5e69-4242-93ca-2aed290ad9b4,cancelada,Hola!,0,-,-,-,Facil
1656538719,7eaf3f2f-cf45-4671-9e99-15c3e004a1b2,inicio_partida,Hola!,0,nueva,-,-,Facil
1656538730,7eaf3f2f-cf45-4671-9e99-15c3e004a1b2,cancelada,Hola!,0,-,-,-,Facil
1656539302,6d50bf90-1b71-43b2-a4dc-785477b8ea2b,inicio_partida,Hola!,0,nueva,-,-,Facil
1656539308,6d50bf90-1b71-43b2-a4dc-785477b8ea2b,Intento,Hola!,10.0,BIEN!,Guntur (Indonesia),Guntur (Indonesia),Facil
1656539310,6d50bf90-1b71-43b2-a4dc-785477b8ea2b,Intento,Hola!,9.0,MAL!,Tolbachik (Russia),Villarrica (Chile),Facil
1656539311,6d50bf90-1b71-43b2-a4dc-785477b8ea2b,Intento,Hola!,8.0,MAL!,Akita-Yake-yama (Japan),Bardarbunga (Iceland),Facil
1656539312,6d50bf90-1b71-43b2-a4dc-785477b8ea2b,Intento,Hola!,7.0,MAL!,Bardarbunga (Iceland),St. Helens (United States),Facil
1656539313,6d50bf90-1b71-43b2-a4dc-785477b8ea2b,Intento,Hola!,6.0,MAL!,Tullu Moje (Ethiopia),Veniaminof (United States),Facil
1656539314,6d50bf90-1b71-43b2-a4dc-785477b8ea2b,Intento,Hola!,5.0,MAL!,Gamalama (Indonesia),"Nyiragongo (Congo, DRC)",Facil
1656539316,6d50bf90-1b71-43b2-a4dc-785477b8ea2b,Intento,Hola!,5.0,BIEN!,Fogo (Cape Verde),Fogo (Cape Verde),Facil
1656539319,6d50bf90-1b71-43b2-a4dc-785477b8ea2b,Fin,Hola!,5.0,Finalizada,-,-,Facil
1656539339,7f6b1e7e-2b60-4f91-96f5-9f5b4be9290a,inicio_partida,Hola!,0,nueva,-,-,Facil
1656539357,7f6b1e7e-2b60-4f91-96f5-9f5b4be9290a,Intento,Hola!,-1.0,TimeOut,Fogo (Cape Verde),Karkar (Papua New Guinea),Facil
1656539374,7f6b1e7e-2b60-4f91-96f5-9f5b4be9290a,Intento,Hola!,-2.0,TimeOut,Fogo (Cape Verde),Banda Api (Pacific Ocean),Facil
1656539390,7f6b1e7e-2b60-4f91-96f5-9f5b4be9290a,Intento,Hola!,-3.0,TimeOut,Fogo (Cape Verde),Tengger Caldera (Indonesia),Facil
1656539406,7f6b1e7e-2b60-4f91-96f5-9f5b4be9290a,Intento,Hola!,-4.0,TimeOut,Fogo (Cape Verde),Hakone (Japan),Facil
1656539412,7f6b1e7e-2b60-4f91-96f5-9f5b4be9290a,cancelada,Hola!,0,-,-,-,Facil
1656621890,6862026c-7cc3-45cb-a804-985e70fc2e50,inicio_partida,terd,0,nueva,-,-,Personalizado
1656625232,e42ef843-9afb-4e7d-a459-9cedb38cdfc2,inicio_partida,lala,0,nueva,-,-,Facil
1656625236,e42ef843-9afb-4e7d-a459-9cedb38cdfc2,cancelada,lala,0,-,-,-,Facil
1656625239,7bd83a99-d7ea-4919-bbe4-fd7388261270,inicio_partida,lala,0,nueva,-,-,Facil
1656625247,7bd83a99-d7ea-4919-bbe4-fd7388261270,Intento,lala,-1.0,MAL!,Roman Bürki,James Donachie,Facil
1656625257,7bd83a99-d7ea-4919-bbe4-fd7388261270,Intento,lala,-2.0,MAL!,Andrea Petagna,Harisson Marcelin,Facil
1656625267,7bd83a99-d7ea-4919-bbe4-fd7388261270,Intento,lala,-3.0,MAL!,Patrick Cutrone,Carlos Júnior,Facil
1656625281,7bd83a99-d7ea-4919-bbe4-fd7388261270,Intento,lala,-4.0,MAL!,Ben Wilmot,Ciarán Coll,Facil
1656625282,7bd83a99-d7ea-4919-bbe4-fd7388261270,Intento,lala,-5.0,MAL!,Brandon Bye,Jacob Maddox,Facil
1656625284,7bd83a99-d7ea-4919-bbe4-fd7388261270,Intento,lala,-6.0,MAL!,Jacob Maddox,Jaime Stabile Báez,Facil
1656625285,7bd83a99-d7ea-4919-bbe4-fd7388261270,Intento,lala,-6.0,MAL!,Burak Yilmaz,Albert Rusnák,Facil
1656625286,7bd83a99-d7ea-4919-bbe4-fd7388261270,Fin,lala,-6.0,Finalizada,-,-,Facil
1656625288,c8bf6997-81ca-4319-ba82-5040350731d1,inicio_partida,lala,0,nueva,-,-,Facil
1656625290,c8bf6997-81ca-4319-ba82-5040350731d1,Intento,lala,-1.0,MAL!,Bezymianny (Russia),Victory (Papua New Guinea),Facil
1656625291,c8bf6997-81ca-4319-ba82-5040350731d1,Intento,lala,9.0,BIEN!,Karangetang [Api Siau] (Indonesia),Karangetang [Api Siau] (Indonesia),Facil
1656625294,c8bf6997-81ca-4319-ba82-5040350731d1,cancelada,lala,0,-,-,-,Facil
